"Name","Description","Main Category","Categories","Query","City","Address","Ward","Street","Postal Code","State","Country Code","Time Zone","Plus Code","Phone","Website","Rating","Reviews","Score","Score Category","Price Range","Status","Latitude","Longitude","About","Service Name","Service Option"
"Tertialis","","Agence d'intérim","Agence d'intérim","agence evenementiel in la madeleine","Paris","75008, 22 Rue de l'Arcade, 75008 Paris","","75008, 22 Rue de l'Arcade","75008","","FR","Europe/Paris","V8CF+VH Paris","01 53 30 76 76","http://www.tertialis.fr/","3.6","66","48","Average","","Ouvert ? Ferme à 18:00","48.8722036","2.3239777999999998","","",""
"UNCHAINED","Nous sommes une Agence de Communication Globale et nous croyons en la puissance de la communication libérée des contraintes traditionnelles.

Située au c?ur de Paris, notre agence incarne l?esprit de l?innovation et de la créativité, s?engageant à transformer vos idées en réalités percutantes.","Agence de publicité","Agence de publicité","agence evenementiel in la garenne-colombes","Paris","22 Av. de Saint-Ouen, 75018 Paris","","22 Av. de Saint-Ouen","75018","","FR","Europe/Paris","V8QG+GF Paris","01 89 70 91 60","https://www.agence-unchained.com/","5.0","1","63","Good","","Ouvert ? Ferme à 19:00","48.888766","2.3262445","","",""
"R.S.O Evénementiel","","Agence événementielle","Agence événementielle; Services aux entreprises","agence evenementiel in la garenne-colombes","Paris","25 Rue de Ponthieu, 75008 Paris","","25 Rue de Ponthieu","75008","","FR","Europe/Paris","V8C5+7J Paris","09 67 58 35 09","","5.0","1","63","Good","","Ouvert ? Ferme à 19:00","48.8707162","2.3090319","","",""
"Agence Bonjour - Hôtes et hôtesses d'accueil, Brand Ambassadors, Event Staff Paris","ENG
Need qualified staff for your next event?
Agence Bonjour will take this in charge! We 360° manage your event, experiential, corporate and roadshow staffing campaigns. Share your project with us and let us take care of it.

FR
Besoin de personnel qualifié pour votre prochain événement ?
L?Agence Bonjour s?en charge ! Nous gérons à 360° vos prestations en événementiel, animation commerciale, street marketing, corporate et roadshow. Confiez-nous votre projet et laissez-vous guider par notre expertise.","Agence événementielle","Agence événementielle","agence evenementiel in saint-louis","Paris","5 Pl. de la Bataille de Stalingrad, 75010 Paris","","5 Pl. de la Bataille de Stalingrad","75010","","FR","Europe/Paris","V9M9+5G Paris","06 12 21 76 72","https://www.agencebonjour.fr/","4.9","18","85","Excellent","","Ferme bientôt ? 18:00 ? Ouvre à 09:00 mar.","48.8829968","2.368789","","",""
"Location d'espace Paris 4 Ile Saint Louis","Ce lieu est une galerie d'art contemporain, Galerie Le 33 mai.
L'espace est également disponible à la location, est privatisable pour vos événements d'entreprise ( comités de direction, de pilotage, réunions d'équipe ou cocktails) : contactez nous !","Professionnel de l'organisation","Professionnel de l'organisation","agence evenementiel in saint-louis","Paris","21 Rue le Regrattier, 75004 Paris","","21 Rue le Regrattier","75004","","FR","Europe/Paris","V933+3X Paris","06 52 53 21 68","http://www.le33mai.com/","5.0","7","76","Good","","","48.852627899999995","2.3549241999999997","Fournis par l'établissement; Services disponibles; Services; Clientèle","Fournis par l'établissement; Services disponibles; Services; Clientèle","S'identifie comme géré par une femme; Assistance dans d'autres langues; Toilettes non genrées; LGBTQ+ friendly; Safe place pour les transgenres"
"BureauProduire","","","","agence evenementiel in saint-louis","Paris","23 Rue Juliette Dodu, 75010 Paris","","23 Rue Juliette Dodu","75010","","FR","Europe/Paris","V9G9+5H Paris","06 33 18 35 35","http://bureauproduire.com/","3.0","1","60","Good","","Ouvert ? Ferme à 19:00","48.8754445","2.3689751","","",""
"Alchimii","","Organisateur d'événements","Organisateur d'événements; Traiteur; Séminaire; Société de livraison","agence evenementiel in saint-louis","Paris","256 Rue du Faubourg Saint-Martin, 75010 Paris","","256 Rue du Faubourg Saint-Martin","75010","","FR","Europe/Paris","V9M8+4X Paris","01 40 38 04 13","https://alchimii.com/?utm_source=google&utm_medium=clic&utm_campaign=Origine+Google+My+Business","3.9","126","53","Average","","Ouvert ? Ferme à 20:00","48.8827705","2.367428","Services disponibles; Accessibilité; Clientèle; Parking","Services disponibles; Accessibilité; Clientèle; Parking","Rendez-vous en ligne; Services sur place; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant; LGBTQ+ friendly; Parking payant dans la rue"
"LIVE ESCAPE GAME GEANT - GAMESCAPE","Escape Game Géant - Team building d'entreprise de 18 à 200 personnes

Créé par Gamescape en 2018, notre concept d'escape game géant permet de faire jouer plusieurs équipes en même temps, au même jeu, dans le même espace.

Nous accueillons des groupes de 18 à 54 personnes au secret de l'île, à Paris 4. Jusqu'à 90 joueurs aux caves saint sabin et au delà de 90 joueurs nous pouvons vous proposer l'escape game géant en version nomade.

Notre escape game géant est animé par des comédiens en costume, il dure 90minutes et le tarif est de 30?HT/personnes en journée et 35?HT/personnes le soir et le week-end.

L'escape game géant est l'activité idéale pour une animation de team building d'entreprise ou pour créer de la cohésion lors d'un séminaire.","Centre d'escape game","Centre d'escape game; Agence événementielle; Organisateur d?activités de plein air; Séminaire; Attraction touristique","agence evenementiel in saint-louis","Paris","9 Quai de Bourbon, 75004 Paris","","9 Quai de Bourbon","75004","","FR","Europe/Paris","V924+XJ Paris","01 77 12 23 62","https://www.escapegamegeant.fr/","4.6","48","79","Good","","Ouvert ? Ferme à 22:00","48.852431599999996","2.3565606999999997","Points forts; Accessibilité; Services; Clientèle; Parking","Points forts; Accessibilité; Services; Clientèle; Parking","Spectacles; Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant; Toilettes; Restaurant; Adapté aux familles; LGBTQ+ friendly; Safe place pour les transgenres; Parking payant dans la rue"
"Bachelor Event Management","","Établissement d'enseignement supérieur","Établissement d'enseignement supérieur","agence evenementiel in saint-louis","Paris","12 Rue Alexandre Parodi, 75010 Paris","","12 Rue Alexandre Parodi","75010","","FR","Europe/Paris","V9H8+X6 Paris","01 80 97 66 51","","0.0","0","60","Average","","","48.8799267","2.3655578999999998","","",""
"Studio Artera","Studio Artera est une agence d'art contemporain et de talents qui soutient les meilleurs artistes visuels de notre génération. Nous représentons des artistes d?exception et créons des collaborations artistiques riches de sens avec des marques, des entreprises, des institutions culturelles et la sphère publique.","Agence artistique","Agence artistique","agence evenementiel in saint-louis","Paris","212 Rue Saint-Maur, 75010 Paris","","212 Rue Saint-Maur","75010","","FR","Europe/Paris","V9FC+78 Paris","","http://www.studioartera.com/","4.6","32","72","Good","","Ouvert ? Ferme à 20:00","48.8732024","2.3708712","","",""
"SOIREE CHIPPENDALES PARIS - Dîner Spectacle - SD-EVENTS","Organisateur de soirée dîner spectacle chippendales à Paris pour vos EVJF, Anniversaires ou soirée entre amies","Salle de spectacles","Salle de spectacles; Animateur de soirées et d'événements; Organisateur d'événements","agence evenementiel in saint-louis","Paris","8/10 Rue du Terrage, 75010 Paris","","8/10 Rue du Terrage","75010","","FR","Europe/Paris","V9G7+VF Paris","01 40 35 16 20","https://diner-spectacle-chippendales-a-paris.fr/","4.7","270","86","Excellent","","","48.877223199999996","2.3636296999999997","Points forts; Accessibilité; Services; Clientèle; Paiements","Points forts; Accessibilité; Services; Clientèle; Paiements","Spectacles; Entrée accessible en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Restaurant; Toilettes; Wi-Fi; LGBTQ+ friendly; Safe place pour les transgenres; Cartes de crédit; Cartes de débit; Chèques; Paiements mobiles NFC"
"Pavillon d'Armenonville","Lieu d'événements haut de gamme de style Belle-Époque axé sur la gastronomie, ancien pavillon de chasse.","Espace événementiel","Espace événementiel; Organisateur d'événements; Organisateur de mariages; Lieu de mariage","agence evenementiel in saint-louis","Paris","All. de Longchamp, 75116 Paris","","All. de Longchamp","75116","","FR","Europe/Paris","V7GF+G8 Paris","01 44 30 11 11","http://www.pavillon-armenonville.fr/","4.5","721","85","Excellent","","Ferme bientôt ? 18:00 ? Ouvre à 09:00 mar.","48.8762933","2.273322","Accessibilité","Accessibilité","Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant"
"Marianne International - Agence d'accueil","Depuis 1986, notre agence propose des prestations d?accueil autour de 4 métiers :

? Accueil en entreprises
? Conciergerie d'entreprise
? Factotum
? Accueil art et culture/Médiation
? Accueil événementiel

Présent sur Paris & Lyon, nous vous proposons diverses missions dans des lieux atypiques et prestigieux.

Ces missions allant du CDD ponctuel au CDI temps complet.

Nous sommes attentifs au bien-être de nos collaborateurs notamment par le biais d'une forte proximité.

Rejoignez-nous !

#CharteDeLaDiversité #Inclusion #FondationCulture&Diversité #MembreSNPA","Services aux entreprises","Services aux entreprises","agence evenementiel in saint-louis","Paris","133 Rue du Théâtre, 75015 Paris","","133 Rue du Théâtre","75015","","FR","Europe/Paris","R7WW+9V Paris","01 53 20 68 20","https://www.marianne-international.fr/","3.2","126","40","Average","","Ouvert ? Ferme à 19:00","48.845875299999996","2.2972151","Services disponibles; Planning","Services disponibles; Planning","Rendez-vous en ligne; Services sur place; Rendez-vous obligatoire"
"Pavillon Dauphine","Idéalement situé à deux pas des Champs-Elysées, le Pavillon Dauphine SAINTCLAIR accueille tous vos événements dans un cadre historique entièrement rénové : mariages, cocktails, dîners ou séminaires. Le Pavillon Dauphine SAINTCLAIR dispose de 900 m² d'espaces de réception répartis sur 5 salons climatisés et dotés des dernières technologies audiovisuelles : Wifi, vidéoprojecteurs, sonorisation. Chaque salon est baigné de lumière naturelle et possède un accès direct à une terrasse privative au c?ur d'un magnifique jardin arboré.","Espace événementiel","Espace événementiel; Organisateur d'événements; Organisateur de mariages","agence evenementiel in saint-louis","Paris","Pl. du Maréchal de Lattre de Tassigny, 75116 Paris","","Pl. du Maréchal de Lattre de Tassigny","75116","","FR","Europe/Paris","V7CF+P5 Paris","01 44 38 78 68","https://www.saintclair.com/de-beaux-lieux-parisien/decouvrir-le-pavillon-dauphine/","4.5","621","86","Excellent","","Ferme bientôt ? 18:00 ? Ouvre à 09:00 mar.","48.871848899999996","2.2729415","Accessibilité; Enfants; Parking","Accessibilité; Enfants; Parking","Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant; Convient aux anniversaires d'enfants; Parking gratuit"
"EDEN","","Espace événementiel","Espace événementiel","agence evenementiel in saint-louis","Paris","9 Rue Louis Boilly, 75016 Paris","","9 Rue Louis Boilly","75016","","FR","Europe/Paris","V758+PG Paris","06 04 67 41 69","http://eden-paris.fr/","4.5","17","71","Good","","","48.8592912","2.266332","","",""
"Slidor","Agence PowerPoint située au coeur de Paris, Slidor est une entreprise experte dans la production de supports de présentations PowerPoint, Google Slides et Keynote. Elle existe depuis 6 ans et a accompagné plus de 500 clients sur des présentations stratégiques ou sur la réalisation de templates personnalisés.

Des assemblées générales aux présentations de produits, en passant par les templates PowerPoint, l'agence Slidor répond aux divers besoins de 37 entreprises du CAC 40 mais aussi de nombreuses start-ups qui la sollicitent pour offrir les plus belles slides du marché.

La production des présentations PowerPoint de Slidor est entièrement internalisée en France, dans les bureaux parisiens de l'agence.","Agence de design","Agence de design; Agence de publicité; Agence de marketing","agence evenementiel in saint-louis","Paris","10 Rue Chaptal, 75009 Paris","","10 Rue Chaptal","75009","","FR","Europe/Paris","V8JM+9J Paris","01 85 09 17 38","https://www.slidor.fr/","5.0","90","95","Excellent","","Ouvert ? Ferme à 21:00","48.8808918","2.334012","Services disponibles; Accessibilité; Planning","Services disponibles; Accessibilité; Planning","Rendez-vous en ligne; Services sur place; Assistance dans d'autres langues; Toilettes accessibles en fauteuil roulant; Rendez-vous obligatoire"
"Châteauform' La Salle Wagram","La salle Wagram, située à 3 minutes du métro Ternes et à 6 minutes du métro Charles de Gaulle Etoile, est une maison qui vous accueille pour vos formations et séminaires d'entreprise. Cette salle mythique, classée monument historique, est le lieu idéal pour tous vos événements de grande ampleur. Elle est composée de 2 salles de 800 et 600 m², et peut accueillir jusqu'à 1300 personnes. Entièrement rénovée, elle a par ailleurs conservé ses décors prestigieux tels que son plafond, son ensemble de peinture, ses colonnades et balustrades. Pour toute demande, appelez-nous au 01 30 28 69 69. Nous serons ravis de pouvoir vous accompagner dans l'organisation de votre événement d'entreprise.","Service d'organisation d'événements professionnels","Service d'organisation d'événements professionnels; Centre d'affaires; Château; Centre de conférence; Site d'entreprise; Agence événementielle; Organisateur d'événements; Séminaire; Centre de formation","agence evenementiel in saint-louis","Paris","39-41 Av. de Wagram, 75017 Paris","","39-41 Av. de Wagram","75017","","FR","Europe/Paris","V7HW+3H Paris","01 58 05 56 05","https://www.chateauform.com/fr/maison/la-salle-wagram/?utm_source=google-adresses&utm_medium=organic&utm_content=la-salle-wagram&utm_campaign=places","4.5","855","85","Excellent","","Ouvert 24h/24","48.877635899999994","2.2964333999999997","Accessibilité; Clientèle","Accessibilité; Clientèle","Entrée accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; LGBTQ+ friendly"
"GL events Audiovisual & Power","GL events Audiovisual & Power Paris est prestataire de services sur l?ensemble des métiers à valeur technologique de l?événementiel. De la conception à la réalisation, nos équipes professionnelles vous garantissent des prestations globales et personnalisées, pour tous types d?événements.

Nous disposons de 10 centres de dépôt à Paris et en région Île-de-France (Gonesse, Paris Expo Porte de Versailles, Paris Nord Villepinte, Paris Le Bourget, Parc Floral, Chesnaie du Roy, Paris Event Center, Palais Brongniart, Maison de la Mutualité, Grand Palais Éphémère, etc.)","Fournisseur de matériel audiovisuel","Fournisseur de matériel audiovisuel; Agence de location de matériel","agence evenementiel in saint-louis","Paris","Maison de la Mutualité, 24 Rue Saint-Victor, 75005 Paris","","Maison de la Mutualité, 24 Rue Saint-Victor","75005","","FR","Europe/Paris","R9X2+F6 Paris","01 83 92 24 00","https://www.gl-events-audiovisual.com/fr","4.0","25","62","Good","","Ferme bientôt ? 18:00 ? Ouvre à 09:00 mar.","48.8486737","2.3505304","Accessibilité","Accessibilité","Entrée accessible en fauteuil roulant"
"Equipmag","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in saint-maur-des-fosses","Paris","70 Av. du Général de Gaulle, 94160 Paris","","70 Av. du Général de Gaulle","94160","","FR","Europe/Paris","RCR8+CX Paris","01 76 77 12 94","https://www.equipmag.com/Le-salon/contacts","5.0","3","69","Good","","","48.841081599999995","2.4174705999999997","","",""
"Plantation Paris ? Ferme Urbaine et Événements Engagés en Rooftop","PLANTATION PARIS est une ferme moderne et engagée en rooftop de 7000 m² avec ses espaces événementiels dédiés : La Grange et sa terrasse.

Ces espaces uniques à Paris 18ème jouissent d?une situation exceptionnelle face à Montmartre et donne d?un côté sur le potager, de l?autre sur la serre horticole, la plus grande d?Europe en toiture.","Organisateur d'événements","Organisateur d'événements; Salle de réception","agence evenementiel in saint-quentin-en-yvelines","Paris","37 Rue des Cheminots, 75018 Paris","","37 Rue des Cheminots","75018","","FR","Europe/Paris","V9W4+QM Paris","","http://www.plantation.paris/events","4.8","68","84","Excellent","","","48.8969458","2.3566591","Fournis par l'établissement; Accessibilité; Services; Clientèle","Fournis par l'établissement; Accessibilité; Services; Clientèle","S'identifie comme géré par une femme; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Toilettes non genrées; LGBTQ+ friendly; Safe place pour les transgenres"
"AKTION EVENEMENT","Location de matériel événementiel et prestations événementielles pour entreprises, collectivités locales et particuliers","Organisateur d'événements","Organisateur d'événements","agence evenementiel in sainte-genevieve-des-bois","Paris","8 Rue Lemercier, 75017 Paris","","8 Rue Lemercier","75017","","FR","Europe/Paris","V8PG+82 Paris","06 86 47 68 92","https://www.aktion-evenement.com/","5.0","8","77","Good","","Fermé ? Ouvre à 10:00 mar.","48.885750099999996","2.3250813","","",""
"Dang Event","Le chef Philippe Dang et son équipe sont prêts à vous faire passer les meilleurs moments culinaires avec vos proches et ont accès au fournisseurs des meilleurs restaurants de Paris!","Traiteur","Traiteur; Organisateur d'événements","agence evenementiel in sainte-genevieve-des-bois","Paris","1 Rue François 1er, 75008 Paris","","1 Rue François 1er","75008","","FR","Europe/Paris","V885+3M Paris","07 58 65 92 88","https://dangevent.fr/","4.9","27","81","Excellent","","Ouvert ? Ferme à 19:00","48.8651866","2.3092441999999997","Services disponibles; Parking","Services disponibles; Parking","Livraison sans contact; Livraison; Parking payant dans la rue"
"La Compagnie 1837","Au coeur de ce monument-emblème, Paris Icons dessine un parcours événementiel éloge au faste de la Compagnie Transatlantique et des Voyageurs-Dandies. Passez la façade de la gare pour une immersion dans une atmosphe?re feutre?e et intemporelle. Un couloir aux couleurs des anciennes compagnies ferroviaires sert la grande salle de 400m2, un salon prive? et intimiste et un fumoir a? l'esthe?tique audacieuse inspire? des wagons de l'Orient Express.","Salle de réception","Salle de réception; Organisateur d'événements","agence evenementiel in sainte-genevieve-des-bois","Paris","1 Cr de Rome, 75008 Paris","","1 Cr de Rome","75008","","FR","Europe/Paris","V8GF+9P Paris","01 45 26 04 58","https://paris-society-events.com/salles/la-compagnie-1837/","4.2","18","61","Good","","Ouvert ? Ferme à 02:00","48.875899999999994","2.324254","Accessibilité; Services","Accessibilité; Services","Entrée accessible en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Toilettes non genrées"
"La Folie Saint-Martin","Lieu événementiel et culturel pour le soutien des arts et de la culture. Espace disponible à la location pour réceptions, show room et expositions.","Organisateur d'événements","Organisateur d'événements; Espace événementiel","agence evenementiel in sainte-genevieve-des-bois","Paris","66 Rue René Boulanger, 75010 Paris","","66 Rue René Boulanger","75010","","FR","Europe/Paris","V995+JC Paris","","http://www.lafoliesaintmartin.com/","5.0","2","66","Good","","","48.8691211","2.3585800999999997","","",""
"ANIMATION-DIGITALE.COM","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in sainte-genevieve-des-bois","Paris","16 Rue Martel, 75010 Paris","","16 Rue Martel","75010","","FR","Europe/Paris","V9F3+V9 Paris","09 80 80 03 63","https://www.animation-digitale.com/","5.0","2","66","Good","","Ouvert ? Ferme à 19:00","48.874640899999996","2.3534999","Services disponibles","Services disponibles","Rendez-vous en ligne"
"Salles Parisiennes","Salles Parisiennes est un chasseur de lieu d'événement. Nous cherchons pour vous dans tout Paris, la salle qui répond à vos attentes et besoins. Nous vous accompagnons ensuite dans la mise en place de l'événement et vous livrons un événement clé en mains.","Espace événementiel","Espace événementiel; Organisateur d'événements","agence evenementiel in sainte-genevieve-des-bois","Paris","17 Rue Marbeuf, 75008 Paris","","17 Rue Marbeuf","75008","","FR","Europe/Paris","V893+96 Paris","07 80 91 23 61","http://salles-parisiennes.com/","4.7","25","73","Good","","Ouvert ? Ferme à 19:00","48.868378799999995","2.3030426999999998","Parking","Parking","Parking payant dans la rue"
"Event Come True","Event Come True vous propose une approche sur mesure, du concept à la réalisation, pour des événements inoubliables. Dynamisez votre anniversaire, surprenez la future mariée ou fêtez une grande nouvelle, nous nous adaptons à votre évènement pour vous faire vivre des moments intenses de partages en famille ou entre amis. Notre objectif est de rendre chaque célébration unique et mémorable, tout en respectant les traditions et les sensibilités de chaque confession, accompagnée par nos professionnels.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in sainte-genevieve-des-bois","Paris","78 Rue d'Hauteville, 75010 Paris","","78 Rue d'Hauteville","75010","","FR","Europe/Paris","V9G2+CH Paris","01 88 84 20 70","https://www.event-cometrue.com/","0.0","0","60","Average","","","48.8760294","2.3514125","","",""
"Mademoiselle M","Un lieu événementiel de 150m2 au coeur de Paris, conçu comme une maison pour plus de convivialité & d'échange pour les marques et les entreprises (événement presse, séminaire, team-building... ) mais aussi pour les particuliers et l'organisation de leurs réceptions privées (mariage, baptême, baby shower, anniversaire...)","Organisateur d'événements","Organisateur d'événements; Cours de cuisine; Lieu de mariage","agence evenementiel in sainte-genevieve-des-bois","Paris","19 Rue de Palestro, 75002 Paris","","19 Rue de Palestro","75002","","FR","Europe/Paris","V982+7J Paris","01 42 36 16 02","http://mademoisellem.com/","4.8","26","79","Good","","Ouvert ? Ferme à 23:00","48.865662","2.35153","Fournis par l'établissement; Accessibilité","Fournis par l'établissement; Accessibilité","S'identifie comme géré par une femme; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant"
"LYS EVENT par ANGELISM SARL","","Magasin de matériel électrique","Magasin de matériel électrique; Agence événementielle; Photographe de mariage; Organisateur de mariages; Boutique d'articles de mariage","agence evenementiel in sainte-genevieve-des-bois","Paris","102 Av. des Champs-Élysées, 75008 Paris","","102 Av. des Champs-Élysées","75008","","FR","Europe/Paris","V8C2+QW Paris","06 11 62 64 17","","0.0","0","60","Average","","Ouvert ? Ferme à 20:00","48.871902899999995","2.3023249","","",""
"Dream Paris Wedding","Dream Paris Wedding is an English speaking, full-service, american destination wedding and event planner in Paris , France.We specialize in creating luxury, high-level and sophisticated weddings and events.","Organisateur de mariages","Organisateur de mariages; Organisateur d'événements; Agence spécialisée dans l'organisation de fêtes","agence evenementiel in sannois","Paris","6 Pl. Rutebeuf, 75012 Paris","","6 Pl. Rutebeuf","75012","","FR","Europe/Paris","R9VH+R6 Paris","06 44 64 30 27","http://www.dreampariswedding.com/","5.0","6","75","Good","","Fermé ? Ouvre à 09:00 mar.","48.8445489","2.378123","Services disponibles; Planning","Services disponibles; Planning","Rendez-vous en ligne; Services sur place; Assistance dans d'autres langues; Rendez-vous obligatoire"
"L'atelier des smartphones","Centre de reparation multimedia express.
Nous réparons les smartphones, les Mac, les PC ainsi que les tablettes.","Mobile phone repair shop","Mobile phone repair shop","réparation de téléphones in paris","Paris","80 Av. Mozart, 75116 Paris, France","","80 Av. Mozart","75116","","FR","Europe/Paris","V729+X5 Paris, France","+33 1 42 88 59 05","http://www.latelierdessmartphones.com/","4.0","164","55","Average","","Open ? Closes 7?PM","48.852379899999995","2.2679755999999998","Payments","Payments","Credit cards; Debit cards; NFC mobile payments"
"RS mobile Repaire - Centre de Réparation de téléphone mobile et smartphone à prix discount","PS mobile
centre de réparations téléphonique ,d ordinateurs et tout matériel électronique .
nous reparons tous les écrans et faisons la micro soudure ...","Mobile phone repair shop","Mobile phone repair shop; Cell phone accessory store; Computer service; Computer store; Money transfer service; Telephone company","réparation de téléphones in paris","Paris","184 Rue Saint-Maur, 75010 Paris, France","","184 Rue Saint-Maur","75010","","FR","Europe/Paris","V9CF+F3 Paris, France","+33 9 50 00 64 65","http://www.firstteamconsulting.fr/","4.0","144","56","Average","","Open ? Closes 9?PM","48.871195","2.3726431999999997","Offerings; Crowd; Payments; Parking","Offerings; Crowd; Payments; Parking","Repair services; Transgender safespace; Credit cards; Debit cards; NFC mobile payments; Paid street parking"
"Réparation écran iPhone Paris 15 - Ordinateur / Téléphone - Techrepair","Centre de réparation de téléphone ordinateur sur Paris 15 eme
Nous sommes seulement disponible pars téléphone","Mobile phone repair shop","Mobile phone repair shop","réparation de téléphones in paris","Paris","91 Rue des Cévennes, 75015 Paris, France","","91 Rue des Cévennes","75015","","FR","Europe/Paris","R7RM+9G Paris, France","+33 7 57 83 58 56","https://docs.google.com/forms/d/e/1FAIpQLSchSsSyCyHqofOK3hRFzyzWmJKZAa2JF9HwMjtidMKT3OzBow/viewform?usp=sf_link","5.0","4","71","Good","","Open 24 hours","48.840970399999996","2.2837869","Service options; Parking","Service options; Parking","Onsite services; Language assistance; Paid street parking"
"Réparation écran iPhone paris 6 (75) - Ordinateur /telephone - IFIXIPHONE","Réparation de téléphone et ordinateur","Mobile phone repair shop","Mobile phone repair shop","réparation de téléphones in paris","Paris","175 Bd Saint-Germain, 75006 Paris, France","","175 Bd Saint-Germain","75006","","FR","Europe/Paris","V83J+M5 Paris, France","+33 7 80 95 26 74","https://docs.google.com/forms/d/e/1FAIpQLSchSsSyCyHqofOK3hRFzyzWmJKZAa2JF9HwMjtidMKT3OzBow/viewform","5.0","5","73","Good","","Open 24 hours","48.8542225","2.3304451999999998","Service options; Accessibility; Offerings; Crowd; Recycling; Payments; Parking","Service options; Accessibility; Offerings; Crowd; Recycling; Payments; Parking","Onsite services; Language assistance; Wheelchair accessible seating; Assistive hearing loop; Wheelchair accessible restroom; Repair services; LGBTQ+ friendly; Transgender safespace; Electronics; Credit cards; Debit cards; NFC mobile payments; Paid street parking"
"Fone Mac","Centre de service maintenance et réparation Smartphone & informatique , vente smartphone et accessoires ?.","Mobile phone repair shop","Mobile phone repair shop; Computer repair service; Electronics store","réparation de téléphones in paris","Paris","7 Rue Jouffroy d'Abbans, 75017 Paris, France","","7 Rue Jouffroy d'Abbans","75017","","FR","Europe/Paris","V8P7+Q5 Paris, France","+33 9 73 65 44 09","https://www.fonemac.fr/","5.0","234","98","Excellent","","Open ? Closes 8?PM","48.8868958","2.3128952","Accessibility; Offerings; Recycling; Payments","Accessibility; Offerings; Recycling; Payments","Wheelchair accessible entrance; Repair services; Electronics; Credit cards; Debit cards; NFC mobile payments"
"PhoneShop - Réparation I-phone Paris 20 (75) Ordinateur / Téléphone","Atelier de réparation de téléphones mobiles à Paris Réparation iPhone Paris pas cher Service de réparation de matériel électronique Réparation carte mère iPhone. Réparation Apple Watch Smartphone, tablette MacBook, accessoires, réparé iPhone à Paris 20 . Pièces, garantie Réparation , iPhone, iPad, Mac Nous réparons, APPLE iPhone iPad Mac Watch Series SAMSUNG SONY HUAWEI HONOR XIAOMI ASSUS, XIAOMI, GOOGLE, ONE PLUS, etc Meilleur réparateur iPhone paris","Phone repair service","Phone repair service","réparation de téléphones in paris","Paris","3 Rue de l'Avenir, 75020 Paris, France","","3 Rue de l'Avenir","75020","","FR","Europe/Paris","V9CW+PC Paris, France","+33 7 80 97 71 75","https://docs.google.com/forms/d/e/1FAIpQLSchSsSyCyHqofOK3hRFzyzWmJKZAa2JF9HwMjtidMKT3OzBow/viewform","5.0","4","71","Good","","Open 24 hours","48.8718317","2.3961136","Service options; Accessibility","Service options; Accessibility","Onsite services; Language assistance; Wheelchair accessible entrance; Wheelchair accessible parking lot"
"Repair Ninja Paris Bastille - Réparation de téléphones - réparation d?iPhone - réparation de Samsung - Réparation de Huawei","Experts de la réparation de téléphones, ordinateurs/ tablettes et consoles de jeu.
Nous proposons également une large gamme d'accessoires (chargeurs, protections...) et plusieurs services visant à prolonger la vie de vos appareils électroniques.
Nos techniciens sont certifiés et adressent plusieurs marques (Apple, Samsung,...).
Notre magasin se situe à deux pas de la Place de la Bastille à Paris, du Marais, des Archives.
Nos services s'adressent à la fois aux particuliers et aux professionnelles (gestion de flottes téléphones mobiles, tablettes & ordinateurs pour entreprises)
Repair Ninja oeuvre pour l'environnement et le social.
Découvrez nos services et actions sur notre site internet ou en venant nous rendre visite à Paris.","Phone repair service","Phone repair service; Cell phone accessory store; Cell phone store; Computer service; Digital printing service; Mobile phone repair shop; Used computer store","réparation de téléphones in paris","Paris","7 Rue de la Cerisaie, 75004 Paris, France","","7 Rue de la Cerisaie","75004","","FR","Europe/Paris","V928+MP Paris, France","+33 7 50 00 84 10","https://www.repairninja.fr/","4.9","262","92","Excellent","","Opens soon ? 3:45?PM","48.851747599999996","2.3667868999999997","Service options; Crowd; Parking","Service options; Crowd; Parking","Language assistance; LGBTQ+ friendly; Transgender safespace; Paid street parking"
"Réparation écran iphone paris 7 - Ordinateur | Telephone - Eco Home Repair","Chers clients,
Réparation écran iPhone a domicile ou par coursier ou par envoie postaux si vous été en France.
service sur mesure, sur rendez vous reparation sous vos yeux !
Qualité de service irréprochable service express si besoin !

L?équipe prestige-phone","Mobile phone repair shop","Mobile phone repair shop","réparation de téléphones in paris","Paris","6 Rue Chevert, 75007 Paris, France","","6 Rue Chevert","75007","","FR","Europe/Paris","V845+FM Paris, France","+33 7 80 91 11 02","https://www.prestige-phone.fr/","5.0","3","69","Good","","Open 24 hours","48.8561906","2.3092246999999997","Service options; Offerings; Recycling","Service options; Offerings; Recycling","Onsite services; Repair services; Electronics"
